No.,SMILES,HDAC6 activity,Applicability domain (AD),"Experimental value, pIC50",Standard deviation,Chemble ID
5985,O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1,unreliable prediction,Outside AD,-,-,-
5986,C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,unreliable prediction,Outside AD,-,-,-
5987,COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O,Inactive,Inside AD,-,-,-
5988,Oc1ccc(-c2ccccc2)cc1O,unreliable prediction,Outside AD,-,-,-
5989,CC(O)(CBr)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,unreliable prediction,Outside AD,-,-,-
5990,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccn4ncccc43)CSC12)c1nsc(N)n1,Inactive,Inside AD,-,-,-
5991,C1CCN(C2CCNCC2)CC1,unreliable prediction,Outside AD,-,-,-
5992,CC(=O)NC1C(O)C=C(C(=O)O)OC1OCC(C)C,unreliable prediction,Outside AD,-,-,-
5993,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C,Inactive,Inside AD,-,-,-
5994,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,unreliable prediction,Outside AD,-,-,-
5995,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,unreliable prediction,Outside AD,-,-,-
5996,CS(=O)CCC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
5997,CS(=O)CCC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
5998,COC1C(CO)OC(n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)C(O)C1O,Inactive,Inside AD,-,-,-
5999,CCCOc1ccc(CC(=O)O)cc1Cl,unreliable prediction,Outside AD,-,-,-
6000,NC(CCc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)O,unreliable prediction,Outside AD,-,-,-
6001,CCCOC(=O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
6002,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc2n1CCC1CC1,Inactive,Inside AD,-,-,-
6003,C[N+](C)(C)C,unreliable prediction,Outside AD,-,-,-
6004,Nc1n[n+](O)c2ccccc2[n+]1O,unreliable prediction,Outside AD,-,-,-
6005,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc2nonc12,unreliable prediction,Outside AD,-,-,-
6006,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1,Inactive,Inside AD,-,-,-
6007,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,Inactive,Inside AD,-,-,-
6008,O=C(O)CF,unreliable prediction,Outside AD,-,-,-
6009,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
6010,COC(=O)C(NC(=O)CNC(=O)C(CS)NCc1ccc(-c2ccccc2)cc1)C(C)C,unreliable prediction,Outside AD,-,-,-
6011,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,Inactive,Inside AD,-,-,-
6012,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,unreliable prediction,Outside AD,-,-,-
6013,NC1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,Inactive,Inside AD,-,-,-
6014,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Inactive,Inside AD,-,-,-
6015,CC(OC(=O)c1ccc(Cc2c(O)c3ccccc3oc2=O)cc1)(C(F)(F)F)C(F)(F)F,unreliable prediction,Outside AD,-,-,-
6016,O=C1c2ccc(Br)cc2C(=O)C1c1ccccc1,unreliable prediction,Outside AD,-,-,-
6017,COc1ccc(CN(C(=O)C(N)Cc2c(C)cc(C(N)=O)cc2C)C(C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,Inactive,Inside AD,-,-,-
6018,CCCCOC(=O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
6019,Cn1c(=O)c2c(nc(N3CCNCC3)n2Cc2ccccc2)n(C)c1=O,Inactive,Inside AD,-,-,-
6020,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,unreliable prediction,Outside AD,-,-,-
6021,Nc1ncc2cc(-c3ccccc3)c(N3CC=CC3)nc2n1,Active,Inside AD,-,-,-
6022,COCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,unreliable prediction,Outside AD,-,-,-
6023,NC(CCSCC(O)C(O)C(=O)CO)C(=O)O,unreliable prediction,Outside AD,-,-,-
6024,NC(CCC(=O)NC(CSCc1ccccc1I)C(=O)NCC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
6025,OCc1cccc(I)c1,unreliable prediction,Outside AD,-,-,-
6026,O=C(O)CSCC(=O)NC1CCSC1=O,unreliable prediction,Outside AD,-,-,-
6027,NCCOCCOCCNC(=O)c1ccc(S(N)(=O)=O)cc1,unreliable prediction,Outside AD,-,-,-
6028,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,unreliable prediction,Outside AD,-,-,-
6029,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,unreliable prediction,Outside AD,-,-,-
6030,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,unreliable prediction,Outside AD,-,-,-
6031,CN(C)CCOP(=O)(O)OP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
6032,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2(C)O,unreliable prediction,Outside AD,-,-,-
6033,CC12CCC(O)CC1CCC1C2CCC2(C)C1CCC2(C)O,unreliable prediction,Outside AD,-,-,-
6034,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,unreliable prediction,Outside AD,-,-,-
6035,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5ccccc45)CC3)nc2N1,unreliable prediction,Outside AD,-,-,-
6036,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,Inactive,Inside AD,-,-,-
6037,Cc1ccccc1-c1cc(NCc2ccc[n+](O)c2)n2ncc(Br)c2n1,Inactive,Inside AD,-,-,-
6038,Nc1nc(-c2ccc(O)cc2)cs1,Active,Inside AD,-,-,-
6039,COc1ccccc1C=CC(=O)C(=O)O,unreliable prediction,Outside AD,-,-,-
6040,COCCOC(=O)NCCCCC(NC(=O)OCCOC)C(=O)NCCCCCCOP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
6041,Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2[nH]1,Inactive,Inside AD,-,-,-
6042,NC(CCC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
6043,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,unreliable prediction,Outside AD,-,-,-
6044,CC(C)C(C(=O)NC(Cc1ccc(OCCF)cc1)C(=O)O)n1cc(COc2ccc3nc(S(N)(=O)=O)sc3c2)nn1,Inactive,Inside AD,-,-,-
6045,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,see experimental value,-,8.100555,0.5393,CHEMBL2364628
6046,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,Inactive,Inside AD,-,-,-
6047,CN1CCn2c1nc1c(Br)c(Br)c(Br)c(Br)c12,unreliable prediction,Outside AD,-,-,-
6048,NCC(O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
6049,CC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,Inactive,Inside AD,-,-,-
6050,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,Inactive,Inside AD,-,-,-
6051,CC(C)C(=O)C(=O)O,unreliable prediction,Outside AD,-,-,-
6052,CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,Inactive,Inside AD,-,-,-
6053,C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,unreliable prediction,Outside AD,-,-,-
6054,Fc1ccc(C(c2ccccc2)(c2ccccc2F)n2ccnc2)cc1,unreliable prediction,Outside AD,-,-,-
6055,NC1NCNc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1OP(=O)(O)O,Inactive,Inside AD,-,-,-
6056,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,unreliable prediction,Outside AD,-,-,-
6057,O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,unreliable prediction,Outside AD,-,-,-
6058,CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,unreliable prediction,Outside AD,-,-,-
6059,CC(=O)OC1Cc2ccccc2N(C(N)=O)c2ccccc21,unreliable prediction,Outside AD,-,-,-
6060,CC(Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,Inactive,Inside AD,-,-,-
6061,Oc1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
6062,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,unreliable prediction,Outside AD,-,-,-
6063,Cc1cc(N)nc(CCNC(=O)c2ccc(C#N)cc2)c1,unreliable prediction,Outside AD,-,-,-
6064,Cc1cc(-c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)on1,Inactive,Inside AD,-,-,-
6065,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,Inactive,Inside AD,-,-,-
6066,CC1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,Inactive,Inside AD,-,-,-
6067,CCCCCCCCCCCCCCCCCC(=O)O,unreliable prediction,Outside AD,-,-,-
6068,CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,unreliable prediction,Outside AD,-,-,-
6069,C=CCc1ccccc1O,unreliable prediction,Outside AD,-,-,-
6070,O=C(O)c1ccc2c(c1)C(=O)N(C(Cc1ccc(O)cc1)C(=O)O)C2=O,Inactive,Inside AD,-,-,-
6071,CC(=O)NC1C(O)CC(P(=O)(O)O)OC1C(O)C(O)CO,unreliable prediction,Outside AD,-,-,-
6072,C=CCN(C=C1C(=O)OC(COC)C2(C)C1=C(O)C(=O)C1=C2C(OC(C)=O)CC2(C)C(=O)CCC12)CC=C,Inactive,Inside AD,-,-,-
6073,NC(Cc1c[nH]c2ccccc12)C(=O)O,unreliable prediction,Outside AD,-,-,-
6074,NC(Cc1c[nH]c2ccccc12)C(=O)O,unreliable prediction,Outside AD,-,-,-
6075,CCCCCCCCCCCCCCCCS(=O)(=O)F,unreliable prediction,Outside AD,-,-,-
6076,O=CC(NC(=O)Cc1cccs1)C1N=C(C(=O)O)CCS1,unreliable prediction,Outside AD,-,-,-
6077,CC(C)CC(NC(=O)C1CC(=O)NCCCCCCOC(=O)NC(C(C)C)C(=O)N1)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,unreliable prediction,Outside AD,-,-,-
6078,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,unreliable prediction,Outside AD,-,-,-
6079,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,Inactive,Inside AD,-,-,-
6080,CC(C)CCCC(C)C1CCC2C3CC(CI)C4=C(CCC(O)C4)C3CCC12C,unreliable prediction,Outside AD,-,-,-
6081,CCCCCCCCN=C1OCC2C(O)C(O)C(O)C(O)N12,unreliable prediction,Outside AD,-,-,-
6082,CCCCCCCCN=C1OCC2C(O)C(O)C(O)C(O)N12,unreliable prediction,Outside AD,-,-,-
6083,Cc1ncccc1NC(=O)c1ccc2c(c1)CCC1CC(O)(C(F)(F)F)CCC21Cc1ccccc1,Inactive,Inside AD,-,-,-
6084,C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,Inactive,Inside AD,-,-,-
6085,COCC#CCC(NS(=O)(=O)c1ccc(-c2ccc(OC)cc2)cc1)C(=O)O,unreliable prediction,Outside AD,-,-,-
6086,O=C(NO)c1ccc(O)c(O)c1,Inactive,Inside AD,-,-,-
6087,NC1CCOC1=O,unreliable prediction,Outside AD,-,-,-
6088,Oc1ccc(C2Oc3ccc(O)cc3C3CC(F)(F)CC32)cc1,unreliable prediction,Outside AD,-,-,-
6089,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,unreliable prediction,Outside AD,-,-,-
6090,O=C(O)CCC(=O)C1=CC=CC(O)C1C(=O)O,unreliable prediction,Outside AD,-,-,-
6091,Cc1ccc(C(=O)N(CCCN)C(c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,Inactive,Inside AD,-,-,-
6092,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3)c(C(N)=O)nc2CC)C1,Inactive,Inside AD,-,-,-
6093,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Inactive,Inside AD,-,-,-
6094,CCOc1ccc(Cc2cc(C3OC(SC)C(O)C(O)C3O)ccc2Cl)cc1,unreliable prediction,Outside AD,-,-,-
6095,COC(=O)CC(NC(=O)OC(C)(C)C)C(C)=O,unreliable prediction,Outside AD,-,-,-
6096,CCOP(=O)(Cc1ccc(C)cc1)OCC,unreliable prediction,Outside AD,-,-,-
6097,[H]N=C(N)c1ccc(NC(=O)c2cc(C)cc(I)c2O)cc1Cl,unreliable prediction,Outside AD,-,-,-
6098,Cc1c(Br)cc(Br)c(O)c1Br,unreliable prediction,Outside AD,-,-,-
6099,COC(=O)c1c(O)cccc1OCC=Cc1ccc(F)c(-c2cc(C(=O)O)no2)c1,Inactive,Inside AD,-,-,-
6100,[H]N=C(NO)NN=Cc1c(Cl)cccc1Cl,unreliable prediction,Outside AD,-,-,-
6101,CCn1ncnc1COc1nn2c(-c3ccccc3F)nnc2cc1C(C)(C)C,Active,Inside AD,-,-,-
6102,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,unreliable prediction,Outside AD,-,-,-
6103,CNC(C)C(=O)NC(C(=O)N1CC(Oc2ccccc2)CC1C(=O)NC1CCCc2ccccc21)C(C)(C)C,unreliable prediction,Outside AD,-,-,-
6104,Nc1ncnc2c1ncn2C1CC(O)C(CF)O1,unreliable prediction,Outside AD,-,-,-
6105,Nc1cc2c(nn1)-c1ccccc1CC2,unreliable prediction,Outside AD,-,-,-
6106,CCOc1ccc2c(c1)C1(CCC(OCCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC,Inactive,Inside AD,-,-,-
6107,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,unreliable prediction,Outside AD,-,-,-
6108,Nc1c(C(=O)c2cccc(OC3CCNCC3)c2)cnn1-c1ccc(F)cc1,unreliable prediction,Outside AD,-,-,-
6109,O=C1CN(S(=O)(=O)C=Cc2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1,unreliable prediction,Outside AD,-,-,-
6110,CCC(C)OC(=O)N1CCCCC1CCO,unreliable prediction,Outside AD,-,-,-
6111,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,unreliable prediction,Outside AD,-,-,-
6112,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,unreliable prediction,Outside AD,-,-,-
6113,CN(CCCCC(=O)O)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,unreliable prediction,Outside AD,-,-,-
6114,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,unreliable prediction,Outside AD,-,-,-
6115,CCC(N)=O,unreliable prediction,Outside AD,-,-,-
6116,CC#Cc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,unreliable prediction,Outside AD,-,-,-
6117,CC(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)NC(CO)Cc1ccccc1)C(C)C,unreliable prediction,Outside AD,-,-,-
6118,CC(C)(C)C(CO)NC(=O)c1nn(-c2c[n+](O)ccn2)c2c1CC1CC21,Inactive,Inside AD,-,-,-
6119,CCCC=[N+](O)CCc1ccc(NC(=O)CCCC(=O)O)cc1,Active,Inside AD,-,-,-
6120,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,unreliable prediction,Outside AD,-,-,-
6121,CN1CCN(c2ccc(N3CC(CO)OC3=O)cc2F)C=N1,unreliable prediction,Outside AD,-,-,-
6122,Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,unreliable prediction,Outside AD,-,-,-
6123,CNc1ccc(-c2nc3ccc(F)cc3s2)cc1,unreliable prediction,Outside AD,-,-,-
6124,NC(N)=NNC(=O)N(c1ccccc1)c1ccccc1,unreliable prediction,Outside AD,-,-,-
6125,CC(NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)C(Cc1ccc(Cl)cc1)c1cccc(C#N)c1,unreliable prediction,Outside AD,-,-,-
6126,COCCCC(=O)NCc1ccc(C(F)(F)F)cc1,unreliable prediction,Outside AD,-,-,-
6127,CC(C)(C)n1nc(Cc2cccc(O)c2)c2c(N)ncnc21,Inactive,Inside AD,-,-,-
6128,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,Inactive,Inside AD,-,-,-
6129,CC(=O)C(C#N)C(=O)Nc1ccc(-c2ccccc2Cl)c(Cl)c1,unreliable prediction,Outside AD,-,-,-
6130,OC1Cn2ccnc2C(O)C1O,unreliable prediction,Outside AD,-,-,-
6131,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,unreliable prediction,Outside AD,-,-,-
