No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
4979;COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
4980;CCCCCCOC(C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(C=C(C)C(=O)O)c(Cl)c3)n2)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
4981;CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O;unreliable prediction;Outside AD;-0;-0;-0;
4982;C=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
4983;CC(CCCCCCCCCCCCc1ccc(I)cc1)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4984;O=C(O)COCC1CCC(COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4985;CCCCCC=CC=CC(O)CCCCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4986;Cc1ccc(-c2ncccn2)c(C(=O)N2CC(COc3ccc(F)cn3)CCC2C)c1;unreliable prediction;Outside AD;-0;-0;-0;
4987;CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4988;Clc1ccc(CCC2(Cn3ccnc3)OCCO2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4989;CC(O)(CC(=O)O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4990;COCCOCCCCCC(=O)NCCCCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4991;CSCCC(N)C(O)(O)c1nccs1;unreliable prediction;Outside AD;-0;-0;-0;
4992;CCCC(C)(COC(N)=O)COC(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
4993;CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4994;c1cc2c3c(c1)C1CCCC1CN3CCNC2;unreliable prediction;Outside AD;-0;-0;-0;
4995;CCOC(=O)c1cncn1C(C)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4996;O=C(ON=Cc1ccc(O)c(F)c1)C1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4997;[H]N=C(N)NCCCC(NC(=O)C1CCCC1)C(=O)c1nc2ccccc2s1;unreliable prediction;Outside AD;-0;-0;-0;
4998;O=C(O)Cc1cc(=O)[nH]c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
4999;Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1;unreliable prediction;Outside AD;-0;-0;-0;
5000;O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
5001;CCCCCCCCCCCC(=O)Cl;unreliable prediction;Outside AD;-0;-0;-0;
5002;CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5003;N#Cc1ccc2cccc(OP(=O)(O)O)c2n1;unreliable prediction;Outside AD;-0;-0;-0;
5004;O=C(O)c1cccc2c1Oc1c(C(=O)O)cccc1N2c1cccc(C(F)(F)F)c1;unreliable prediction;Outside AD;-0;-0;-0;
5005;CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5006;CCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5007;NOCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5008;Nc1ncccc1NCc1cccc(-c2cccnc2)c1;unreliable prediction;Outside AD;-0;-0;-0;
5009;O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
5010;c1ccc(-c2ncc(-c3cc[nH]n3)s2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5011;CSCCC(N)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5012;CC(=O)NC1CCSC1=O;unreliable prediction;Outside AD;-0;-0;-0;
5013;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
5014;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
5015;[H]N=C1NC(=O)C(c2ccccc2)O1;unreliable prediction;Outside AD;-0;-0;-0;
5016;CN(C)CCNC(=O)c1cccc2c(N)c3cccc(Br)c3nc12;unreliable prediction;Outside AD;-0;-0;-0;
5017;CC(CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1;unreliable prediction;Outside AD;-0;-0;-0;
5018;C#CCNC1CCc2ccc(O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
5019;COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O;unreliable prediction;Outside AD;-0;-0;-0;
5020;CCOC(=O)N1c2ccc(C(F)(F)F)cc2C(N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ncc(OCCCC(=O)O)cn2)CC1CC;unreliable prediction;Outside AD;-0;-0;-0;
5021;C=C1CSC(C(C=O)NC(=O)C(=NOC)c2csc(N)n2)N=C1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5022;CC(CC(c1ccccc1)c1ccccc1)N(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5023;CC1=CC(=O)OC2CC(CCC(C)C=CCC1)OC(O)(C1CSC(=O)N1)C2;unreliable prediction;Outside AD;-0;-0;-0;
5024;O=P(O)(O)Oc1cccc2c1NCCC2;unreliable prediction;Outside AD;-0;-0;-0;
5025;NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5026;CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
5027;CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
5028;c1nnc[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5029;NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5030;CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1;unreliable prediction;Outside AD;-0;-0;-0;
5031;N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12;unreliable prediction;Outside AD;-0;-0;-0;
5032;CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)CCCSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
5033;[H]N=C(N)c1cc2[nH]c(-c3cccc(OCC(C)C)c3O)nc2cc1F;unreliable prediction;Outside AD;-0;-0;-0;
5034;CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1;unreliable prediction;Outside AD;-0;-0;-0;
5035;NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O;unreliable prediction;Outside AD;-0;-0;-0;
5036;c1ccn(CCOc2ccc3[nH]ccc3c2)c1;unreliable prediction;Outside AD;-0;-0;-0;
5037;CC=CC=CC1OC(O)(C(CC)C(=O)NCC=CC=C(C)C(OC)C(C)C2OC(C=CC=CC=C(C)C(=O)c3c(O)ccn(C)c3=O)C(O)C2O)C(O)C(O)C1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5038;CC(C)CC(NC(Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5039;NS(=O)(=O)c1ccc(C(=O)NCc2ccc(F)cc2F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5040;C=C(OC1C=CC=C(C(=O)O)C1O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5041;CSCC1CN(Cc2c[nH]c3c(N)ncnc23)CC1O;unreliable prediction;Outside AD;-0;-0;-0;
5042;Cn1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21;unreliable prediction;Outside AD;-0;-0;-0;
5043;CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I;unreliable prediction;Outside AD;-0;-0;-0;
5044;CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
5045;COc1cc(CC(C)N)c(OC)cc1C;unreliable prediction;Outside AD;-0;-0;-0;
5046;CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)c(COc3cccnc3)c2)[nH]n1;unreliable prediction;Outside AD;-0;-0;-0;
5047;CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5048;[H]N=C(NC)NCCCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5049;COc1nccnc1C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5050;COc1cc2c(cc1OS(N)(=O)=O)CCC1C2CCC2(C)C(CC#N)CCC12;unreliable prediction;Outside AD;-0;-0;-0;
5051;CC1OC(n2cc(I)c3c(N)ncnc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5052;NCCc1cnc[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5053;NC(=O)NC(NC(N)=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5054;CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5055;O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
5056;C=C(C)CCOP(=O)(O)OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
5057;Nc1ccncc1;unreliable prediction;Outside AD;-0;-0;-0;
5058;CCOC(=O)C(N)Cc1ccc(O)c(O)c1;unreliable prediction;Outside AD;-0;-0;-0;
5059;CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5060;CCCCC(=O)NC1C(=NOC(=O)Nc2ccccc2)OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5061;CCOC(=O)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5062;CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C5(CC6(CC)C=CCN7CCC43C76)OC(=O)N(CCCl)C5=O)C2)C1;unreliable prediction;Outside AD;-0;-0;-0;
5063;O=C1c2c(O)cccc2Cc2cccc(O)c21;unreliable prediction;Outside AD;-0;-0;-0;
5064;CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
5065;CC1=C(C(=O)O)N2C(=O)C(N)C2SC1;unreliable prediction;Outside AD;-0;-0;-0;
5066;COc1cc2ncc3c(N)nc4c(C)c(N)ccc4c3c2cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
5067;CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O;unreliable prediction;Outside AD;-0;-0;-0;
5068;CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O;unreliable prediction;Outside AD;-0;-0;-0;
5069;Nc1nccc2ccc(CN3CCC(NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12;unreliable prediction;Outside AD;-0;-0;-0;
5070;N#CCc1ccc(Nc2nc(Nc3cc(C4CC4)n[nH]3)c3ccccc3n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5071;Nc1ncnc2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c12;unreliable prediction;Outside AD;-0;-0;-0;
5072;O=C(O)CNC(=O)NC1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
5073;CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12;unreliable prediction;Outside AD;-0;-0;-0;
5074;Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
5075;CC(CC1(c2nn[nH]n2)c2ccc(C(=O)N(C)C)cc2CCc2cc(C(=O)N(C)C)ccc21)NCC(=O)N1CCCC1C#N;unreliable prediction;Outside AD;-0;-0;-0;
5076;O=C(O)CNC(=O)c1c(O)n(C2CCCCC2)c(=O)n(C2CCCCC2)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
5077;Nc1ccnc2c1ncn2C1OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5078;CCc1cc(C(N)=O)ccc1-n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21;unreliable prediction;Outside AD;-0;-0;-0;
5079;NC1CC(C(=O)N2CCn3c(nnc3C(F)(F)F)C2)=CCC1c1cc(F)c(F)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
5080;COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1;unreliable prediction;Outside AD;-0;-0;-0;
5081;CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N;unreliable prediction;Outside AD;-0;-0;-0;
5082;CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21;unreliable prediction;Outside AD;-0;-0;-0;
5083;CC(O)(C(=O)O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5084;CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1;unreliable prediction;Outside AD;-0;-0;-0;
5085;C=[N+](O)CCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
5086;C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(CC)C(C)C)CC(O)CC1O;unreliable prediction;Outside AD;-0;-0;-0;
5087;O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12;unreliable prediction;Outside AD;-0;-0;-0;
5088;O=P(O)(O)C(O)(COc1cccc(-c2cccc(-c3ccccc3)c2)c1)P(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
5089;COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1NC12;unreliable prediction;Outside AD;-0;-0;-0;
5090;CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5091;CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5092;N#Cc1ccc(NC(=S)N=C(N)Cc2c(Cl)cccc2Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5093;O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1ccc(C(=O)O)cc1OC(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
5094;Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OCC(O)C(O)C3O)C(O)C2O)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
5095;Cc1ccc(S(=O)(=O)N2CCCC2C(=O)NCCS)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5096;COc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5097;CC(C)C(N)CO;unreliable prediction;Outside AD;-0;-0;-0;
5098;Cc1cc(N)c(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)cn1;unreliable prediction;Outside AD;-0;-0;-0;
5099;Nc1nc(N)c2nc(CN3c4ccccc4C=Cc4ccccc43)cnc2n1;unreliable prediction;Outside AD;-0;-0;-0;
5100;CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)C(CC(=O)O)CC3;unreliable prediction;Outside AD;-0;-0;-0;
5101;O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1;unreliable prediction;Outside AD;-0;-0;-0;
5102;CCNC(=O)Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C2OC(C=Cc3ccccc3)OC21;unreliable prediction;Outside AD;-0;-0;-0;
5103;NS(=O)(=O)c1ccc(NC(=S)OCCc2ccsc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5104;CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5105;Oc1ccc2ccccc2c1O;unreliable prediction;Outside AD;-0;-0;-0;
5106;CN(C)CCCOc1ccc2n[nH]c(S(=O)(=O)c3cccc4ccccc34)c2c1;unreliable prediction;Outside AD;-0;-0;-0;
5107;C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)C(C)C1;unreliable prediction;Outside AD;-0;-0;-0;
5108;CCCCC(N)P(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
5109;Cc1ccc(S(=O)(=O)NCl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5110;CNC(CNC(=O)N1CCCC(C(OCCNC(=O)OC)c2cccc(Cl)c2)C1)CC1CCCOC1;unreliable prediction;Outside AD;-0;-0;-0;
5111;Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5112;O=P(O)(O)OCC1OC(n2cnc3c(SP(=O)(O)O)ncnc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5113;C=CCN1Cc2ccccc2-c2ccccc2C1;unreliable prediction;Outside AD;-0;-0;-0;
5114;Nc1nc(=O)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5115;CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O;unreliable prediction;Outside AD;-0;-0;-0;
5116;CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
5117;CC(C)NNC(=O)c1ccncc1;unreliable prediction;Outside AD;-0;-0;-0;
5118;COC(=O)C1CCN(C(=O)c2ccc(NCc3cnc4nc(N)nc(N)c4n3)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
5119;O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1;unreliable prediction;Outside AD;-0;-0;-0;
5120;NC(Cc1cc(I)c(O)c(I)c1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5121;CCCCCCCCCSCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5122;Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCCNC(=O)c4ccccc4C(=O)O)C(=O)O)cc3)cnc2n1;unreliable prediction;Outside AD;-0;-0;-0;
5123;COc1cc(O)cc(O)c1C(=O)C=Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5124;CCC1(CC)C(=O)C=CNC1=O;unreliable prediction;Outside AD;-0;-0;-0;
5125;COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C;unreliable prediction;Outside AD;-0;-0;-0;
5126;CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5127;COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC;unreliable prediction;Outside AD;-0;-0;-0;
5128;CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1;unreliable prediction;Outside AD;-0;-0;-0;
5129;O=C(O)CN(CCN(CC(=O)O)CC(COP(=O)(O)OC1CCC(c2ccccc2)(c2ccccc2)CC1)N(CC(=O)O)CC(=O)O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5130;CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1;unreliable prediction;Outside AD;-0;-0;-0;
5131;Cc1cccc(Nc2nc(NC3CCCCC3N)ncc2C(N)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
5132;O=C(O)c1ccc(C(F)(F)F)cc1-c1ccc2c(c1)OCC(Cc1ccccc1)C2O;unreliable prediction;Outside AD;-0;-0;-0;
5133;CCN(CC)C(=O)c1c(NC(=O)c2cccs2)sc2c1CCCC2;unreliable prediction;Outside AD;-0;-0;-0;
5134;CCC1OC(=O)C(C)C(O)C(C)CC(C)C(=O)C=CC1C;unreliable prediction;Outside AD;-0;-0;-0;
5135;CC(C[N+](C)(C)C)OC(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
5136;CC(=O)OC(C)C[N+](C)(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5137;C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
5138;C=CCN1CCCC1CNC(=O)c1cc(CCCF)cc(OC)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
5139;O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)CO)OCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5140;CC(C)=CCCC(C)=CC=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5141;C=CCNc1c(O)cc2c(O)c1CC(C)CC(OC)C(O)C(C)C=C(C)C(OC(N)=O)C(OC)C=CC=C(C)C(=O)N2;unreliable prediction;Outside AD;-0;-0;-0;
5142;Nc1ncnc2c1ncn2C1CCC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1;unreliable prediction;Outside AD;-0;-0;-0;
5143;O=C(O)c1[nH]c(C(=O)O)c(-c2c[nH]c3c(Cl)cccc23)c1-c1c[nH]c2c(Cl)cccc12;unreliable prediction;Outside AD;-0;-0;-0;
5144;CN(C)C(=O)COc1ccc2c(c1)CC(NCC(O)c1ccc(O)c(CCO)c1)CC2;unreliable prediction;Outside AD;-0;-0;-0;
5145;O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(F)C(O)C3O)C(O)C2O)c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
5146;COc1cc(OC)cc(C(=O)NC2C(O)C(CO)OC2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1;unreliable prediction;Outside AD;-0;-0;-0;
5147;Oc1c(O)c(Br)c(Br)c(Br)c1Br;unreliable prediction;Outside AD;-0;-0;-0;
5148;CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
5149;CS(=O)(=O)c1cccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)c1;unreliable prediction;Outside AD;-0;-0;-0;
5150;NC(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
5151;CC(NC(=O)C(C)NC(=O)OC(C)(C)C)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
5152;NC(Cc1ccccc1)B(O)O;unreliable prediction;Outside AD;-0;-0;-0;
5153;CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1;unreliable prediction;Outside AD;-0;-0;-0;
5154;COCC(O)Cn1ccnc1[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
5155;Nc1ccn(C2CC(OP(=O)(O)OCC3OC(n4cnc5c(=O)nc(N)[nH]c54)CC3O)C(CO)O2)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
5156;Cc1ncc(COP(=O)(O)O)c(CN=C(C=COCCN)C(=O)O)c1O;unreliable prediction;Outside AD;-0;-0;-0;
5157;C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1;unreliable prediction;Outside AD;-0;-0;-0;
5158;O=C(O)CCCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5159;COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(CO)=NNC(=O)CCCCCN1C(=O)C=CC1=O)CC3OC1CC(N)C(O)C(C)O1;unreliable prediction;Outside AD;-0;-0;-0;
5160;COc1ccc(S(=O)(=O)C(CC(=O)O)C(F)F)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5161;NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5162;O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O;unreliable prediction;Outside AD;-0;-0;-0;
5163;NC(=O)C(N)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5164;COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C;unreliable prediction;Outside AD;-0;-0;-0;
5165;OCC1OC(c2ccc(Cl)c(Cc3ccc(OC4CCOC4)cc3)c2)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
5166;O=C(O)CCCNC(=O)c1ccc(C2CCC(c3ccccc3)CC2O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5167;CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCCN(C)C;unreliable prediction;Outside AD;-0;-0;-0;
5168;CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1;unreliable prediction;Outside AD;-0;-0;-0;
5169;CC(=O)NC(Cc1cccc(C(=O)O)c1)B(O)O;unreliable prediction;Outside AD;-0;-0;-0;
5170;c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
5171;CCOC(=O)C(C)NP(=O)(COC1C=C(F)C(n2cnc3c(N)ncnc32)O1)Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
5172;Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)CP(=O)(O)O)C(O)C3O)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
